onset	duration	sample	trial_type	value
87.058	0.002	43530	Stimulus	S 20
88	0.002	44001	Scanner	Scan Start
88.234	0.002	44118	Response	CR
88.436	0.002	44219	Stimulus	S140
90	0.002	45001	Scanner	Scan Start
92	0.002	46001	Scanner	Scan Start
94	0.002	47001	Scanner	Scan Start
96	0.002	48001	Scanner	Scan Start
97.038	0.002	48520	Stimulus	S 10
98	0.002	49001	Scanner	Scan Start
98.088	0.002	49045	Response	MISS
98.288	0.002	49145	Stimulus	S160
100	0.002	50001	Scanner	Scan Start
102	0.002	51001	Scanner	Scan Start
104	0.002	52001	Scanner	Scan Start
105.096	0.002	52549	Stimulus	S 20
106	0.002	53001	Scanner	Scan Start
106.202	0.002	53102	Response	FA
106.402	0.002	53202	Stimulus	S180
108	0.002	54001	Scanner	Scan Start
110	0.002	55001	Scanner	Scan Start
112	0.002	56001	Scanner	Scan Start
113.02	0.002	56511	Stimulus	S 30
113.97	0.002	56986	Response	FA
114	0.002	57001	Scanner	Scan Start
114.172	0.002	57087	Stimulus	S170
116	0.002	58001	Scanner	Scan Start
118	0.002	59001	Scanner	Scan Start
120	0.002	60001	Scanner	Scan Start
122	0.002	61001	Scanner	Scan Start
123.096	0.002	61549	Stimulus	S 10
124	0.002	62001	Scanner	Scan Start
124.152	0.002	62077	Response	MISS
124.352	0.002	62177	Stimulus	S150
126	0.002	63001	Scanner	Scan Start
128	0.002	64001	Scanner	Scan Start
130	0.002	65001	Scanner	Scan Start
131.02	0.002	65511	Stimulus	S 30
131.932	0.002	65967	Response	FA
132	0.002	66001	Scanner	Scan Start
132.132	0.002	66067	Stimulus	S170
134	0.002	67001	Scanner	Scan Start
136	0.002	68001	Scanner	Scan Start
138	0.002	69001	Scanner	Scan Start
139.076	0.002	69539	Stimulus	S 10
140	0.002	70001	Scanner	Scan Start
140.258	0.002	70130	Response	Hit
141.96	0.002	70981	Stimulus	S121
142	0.002	71001	Scanner	Scan Start
144	0.002	72001	Scanner	Scan Start
146	0.002	73001	Scanner	Scan Start
147.038	0.002	73520	Stimulus	S 10
148	0.002	74001	Scanner	Scan Start
148.1	0.002	74051	Response	MISS
148.3	0.002	74151	Stimulus	S160
150	0.002	75001	Scanner	Scan Start
152	0.002	76001	Scanner	Scan Start
154	0.002	77001	Scanner	Scan Start
156	0.002	78001	Scanner	Scan Start
157.038	0.002	78520	Stimulus	S 40
158	0.002	79001	Scanner	Scan Start
158.688	0.002	79345	Response	FA
158.89	0.002	79446	Stimulus	S150
160	0.002	80001	Scanner	Scan Start
162	0.002	81001	Scanner	Scan Start
164	0.002	82001	Scanner	Scan Start
166	0.002	83001	Scanner	Scan Start
167.058	0.002	83530	Stimulus	S 30
168	0.002	84001	Scanner	Scan Start
168.192	0.002	84097	Response	CR
168.394	0.002	84198	Stimulus	S110
170	0.002	85001	Scanner	Scan Start
172	0.002	86001	Scanner	Scan Start
174	0.002	87001	Scanner	Scan Start
175.058	0.002	87530	Stimulus	S 20
176	0.002	88001	Scanner	Scan Start
176.43	0.002	88216	Response	CR
176.63	0.002	88316	Stimulus	S120
178	0.002	89001	Scanner	Scan Start
180	0.002	90001	Scanner	Scan Start
182	0.002	91001	Scanner	Scan Start
184	0.002	92001	Scanner	Scan Start
185.076	0.002	92539	Stimulus	S 20
186	0.002	93001	Scanner	Scan Start
186.408	0.002	93205	Response	CR
186.608	0.002	93305	Stimulus	S140
188	0.002	94001	Scanner	Scan Start
190	0.002	95001	Scanner	Scan Start
192	0.002	96001	Scanner	Scan Start
193.02	0.002	96511	Stimulus	S 40
194	0.002	97001	Scanner	Scan Start
194.358	0.002	97180	Response	FA
194.56	0.002	97281	Stimulus	S180
196	0.002	98001	Scanner	Scan Start
198	0.002	99001	Scanner	Scan Start
200	0.002	100001	Scanner	Scan Start
202	0.002	101001	Scanner	Scan Start
203.018	0.002	101510	Stimulus	S 40
203.924	0.002	101963	Response	CR
204	0.002	102001	Scanner	Scan Start
204.126	0.002	102064	Stimulus	S130
206	0.002	103001	Scanner	Scan Start
208	0.002	104001	Scanner	Scan Start
210	0.002	105001	Scanner	Scan Start
212	0.002	106001	Scanner	Scan Start
213.076	0.002	106539	Stimulus	S 10
214	0.002	107001	Scanner	Scan Start
214.072	0.002	107037	Response	MISS
214.274	0.002	107138	Stimulus	S170
216	0.002	108001	Scanner	Scan Start
218	0.002	109001	Scanner	Scan Start
220	0.002	110001	Scanner	Scan Start
222	0.002	111001	Scanner	Scan Start
223.094	0.002	111548	Stimulus	S 40
224	0.002	112001	Scanner	Scan Start
224.098	0.002	112050	Response	FA
224.298	0.002	112150	Stimulus	S150
226	0.002	113001	Scanner	Scan Start
228	0.002	114001	Scanner	Scan Start
230	0.002	115001	Scanner	Scan Start
231.056	0.002	115529	Stimulus	S 40
232	0.002	116001	Scanner	Scan Start
233.084	0.002	116543	Stimulus	S190
234	0.002	117001	Scanner	Scan Start
236	0.002	118001	Scanner	Scan Start
238	0.002	119001	Scanner	Scan Start
239.076	0.002	119539	Stimulus	S 30
240	0.002	120001	Scanner	Scan Start
240.076	0.002	120039	Response	CR
240.276	0.002	120139	Stimulus	S110
242	0.002	121001	Scanner	Scan Start
244	0.002	122001	Scanner	Scan Start
246	0.002	123001	Scanner	Scan Start
247.056	0.002	123529	Stimulus	S 20
248	0.002	124001	Scanner	Scan Start
248.384	0.002	124193	Response	FA
248.584	0.002	124293	Stimulus	S160
250	0.002	125001	Scanner	Scan Start
252	0.002	126001	Scanner	Scan Start
254	0.002	127001	Scanner	Scan Start
256	0.002	128001	Scanner	Scan Start
257.018	0.002	128510	Stimulus	S 30
257.84	0.002	128921	Response	CR
258	0.002	129001	Scanner	Scan Start
259.542	0.002	129772	Stimulus	S141
260	0.002	130001	Scanner	Scan Start
262	0.002	131001	Scanner	Scan Start
264	0.002	132001	Scanner	Scan Start
266	0.002	133001	Scanner	Scan Start
267.076	0.002	133539	Stimulus	S 20
268	0.002	134001	Scanner	Scan Start
268.436	0.002	134219	Response	FA
268.636	0.002	134319	Stimulus	S180
270	0.002	135001	Scanner	Scan Start
272	0.002	136001	Scanner	Scan Start
274	0.002	137001	Scanner	Scan Start
275.094	0.002	137548	Stimulus	S 10
276	0.002	138001	Scanner	Scan Start
276.748	0.002	138375	Response	Hit
276.95	0.002	138476	Stimulus	S120
278	0.002	139001	Scanner	Scan Start
280	0.002	140001	Scanner	Scan Start
282	0.002	141001	Scanner	Scan Start
284	0.002	142001	Scanner	Scan Start
285.094	0.002	142548	Stimulus	S 30
285.928	0.002	142965	Response	CR
286	0.002	143001	Scanner	Scan Start
286.13	0.002	143066	Stimulus	S110
288	0.002	144001	Scanner	Scan Start
290	0.002	145001	Scanner	Scan Start
292	0.002	146001	Scanner	Scan Start
293.094	0.002	146548	Stimulus	S 20
294	0.002	147001	Scanner	Scan Start
294.378	0.002	147190	Response	FA
294.58	0.002	147291	Stimulus	S170
296	0.002	148001	Scanner	Scan Start
298	0.002	149001	Scanner	Scan Start
300	0.002	150001	Scanner	Scan Start
302	0.002	151001	Scanner	Scan Start
303.038	0.002	151520	Stimulus	S 40
304	0.002	152001	Scanner	Scan Start
304.574	0.002	152288	Response	CR
304.776	0.002	152389	Stimulus	S130
306	0.002	153001	Scanner	Scan Start
308	0.002	154001	Scanner	Scan Start
310	0.002	155001	Scanner	Scan Start
311.094	0.002	155548	Stimulus	S 10
312	0.002	156001	Scanner	Scan Start
312.112	0.002	156057	Response	MISS
312.314	0.002	156158	Stimulus	S180
314	0.002	157001	Scanner	Scan Start
316	0.002	158001	Scanner	Scan Start
318	0.002	159001	Scanner	Scan Start
320	0.002	160001	Scanner	Scan Start
321.056	0.002	160529	Stimulus	S 40
321.944	0.002	160973	Response	CR
322	0.002	161001	Scanner	Scan Start
322.146	0.002	161074	Stimulus	S110
324	0.002	162001	Scanner	Scan Start
326	0.002	163001	Scanner	Scan Start
328	0.002	164001	Scanner	Scan Start
330	0.002	165001	Scanner	Scan Start
331.018	0.002	165510	Stimulus	S 20
332	0.002	166001	Scanner	Scan Start
332.102	0.002	166052	Response	FA
332.304	0.002	166153	Stimulus	S150
334	0.002	167001	Scanner	Scan Start
336	0.002	168001	Scanner	Scan Start
338	0.002	169001	Scanner	Scan Start
340	0.002	170001	Scanner	Scan Start
341.056	0.002	170529	Stimulus	S 30
341.902	0.002	170952	Response	CR
342	0.002	171001	Scanner	Scan Start
343.604	0.002	171803	Stimulus	S131
344	0.002	172001	Scanner	Scan Start
346	0.002	173001	Scanner	Scan Start
348	0.002	174001	Scanner	Scan Start
350	0.002	175001	Scanner	Scan Start
351.018	0.002	175510	Stimulus	S 20
352	0.002	176001	Scanner	Scan Start
352.154	0.002	176078	Response	FA
352.356	0.002	176179	Stimulus	S160
354	0.002	177001	Scanner	Scan Start
356	0.002	178001	Scanner	Scan Start
358	0.002	179001	Scanner	Scan Start
359.056	0.002	179529	Stimulus	S 10
360	0.002	180001	Scanner	Scan Start
360.64	0.002	180321	Response	Hit
360.842	0.002	180422	Stimulus	S120
362	0.002	181001	Scanner	Scan Start
364	0.002	182001	Scanner	Scan Start
366	0.002	183001	Scanner	Scan Start
367.018	0.002	183510	Stimulus	S 40
368	0.002	184001	Scanner	Scan Start
368.01	0.002	184006	Response	CR
368.212	0.002	184107	Stimulus	S130
370	0.002	185001	Scanner	Scan Start
372	0.002	186001	Scanner	Scan Start
374	0.002	187001	Scanner	Scan Start
376	0.002	188001	Scanner	Scan Start
377.076	0.002	188539	Stimulus	S 20
378	0.002	189001	Scanner	Scan Start
378.334	0.002	189168	Response	FA
378.534	0.002	189268	Stimulus	S170
380	0.002	190001	Scanner	Scan Start
382	0.002	191001	Scanner	Scan Start
384	0.002	192001	Scanner	Scan Start
385.058	0.002	192530	Stimulus	S 40
386	0.002	193001	Scanner	Scan Start
386.26	0.002	193131	Response	FA
386.462	0.002	193232	Stimulus	S180
388	0.002	194001	Scanner	Scan Start
390	0.002	195001	Scanner	Scan Start
392	0.002	196001	Scanner	Scan Start
393.038	0.002	196520	Stimulus	S 30
393.91	0.002	196956	Response	CR
394	0.002	197001	Scanner	Scan Start
394.112	0.002	197057	Stimulus	S140
396	0.002	198001	Scanner	Scan Start
398	0.002	199001	Scanner	Scan Start
400	0.002	200001	Scanner	Scan Start
402	0.002	201001	Scanner	Scan Start
403.02	0.002	201511	Stimulus	S 10
404	0.002	202001	Scanner	Scan Start
404.302	0.002	202152	Response	Hit
404.502	0.002	202252	Stimulus	S110
406	0.002	203001	Scanner	Scan Start
408	0.002	204001	Scanner	Scan Start
410	0.002	205001	Scanner	Scan Start
411.02	0.002	205511	Stimulus	S 20
412	0.002	206001	Scanner	Scan Start
412.182	0.002	206092	Response	CR
412.384	0.002	206193	Stimulus	S120
414	0.002	207001	Scanner	Scan Start
416	0.002	208001	Scanner	Scan Start
418	0.002	209001	Scanner	Scan Start
419.096	0.002	209549	Stimulus	S 20
420	0.002	210001	Scanner	Scan Start
420.46	0.002	210231	Response	FA
420.66	0.002	210331	Stimulus	S160
422	0.002	211001	Scanner	Scan Start
424	0.002	212001	Scanner	Scan Start
426	0.002	213001	Scanner	Scan Start
428	0.002	214001	Scanner	Scan Start
429.038	0.002	214520	Stimulus	S 10
430	0.002	215001	Scanner	Scan Start
430.178	0.002	215090	Response	MISS
430.378	0.002	215190	Stimulus	S150
432	0.002	216001	Scanner	Scan Start
434	0.002	217001	Scanner	Scan Start
436	0.002	218001	Scanner	Scan Start
437.056	0.002	218529	Stimulus	S 40
437.996	0.002	218999	Response	CR
438	0.002	219001	Scanner	Scan Start
438.198	0.002	219100	Stimulus	S140
440	0.002	220001	Scanner	Scan Start
442	0.002	221001	Scanner	Scan Start
444	0.002	222001	Scanner	Scan Start
445.076	0.002	222539	Stimulus	S 20
446	0.002	223001	Scanner	Scan Start
446.284	0.002	223143	Response	FA
447.986	0.002	223994	Stimulus	S171
448	0.002	224001	Scanner	Scan Start
450	0.002	225001	Scanner	Scan Start
452	0.002	226001	Scanner	Scan Start
454	0.002	227001	Scanner	Scan Start
455.056	0.002	227529	Stimulus	S 10
456	0.002	228001	Scanner	Scan Start
456.266	0.002	228134	Response	MISS
456.466	0.002	228234	Stimulus	S160
458	0.002	229001	Scanner	Scan Start
460	0.002	230001	Scanner	Scan Start
462	0.002	231001	Scanner	Scan Start
464	0.002	232001	Scanner	Scan Start
465.018	0.002	232510	Stimulus	S 20
466	0.002	233001	Scanner	Scan Start
466.564	0.002	233283	Response	FA
466.764	0.002	233383	Stimulus	S150
468	0.002	234001	Scanner	Scan Start
470	0.002	235001	Scanner	Scan Start
472	0.002	236001	Scanner	Scan Start
474	0.002	237001	Scanner	Scan Start
475.018	0.002	237510	Stimulus	S 30
475.774	0.002	237888	Response	CR
475.974	0.002	237988	Stimulus	S130
476	0.002	238001	Scanner	Scan Start
478	0.002	239001	Scanner	Scan Start
480	0.002	240001	Scanner	Scan Start
482	0.002	241001	Scanner	Scan Start
484	0.002	242001	Scanner	Scan Start
485.056	0.002	242529	Stimulus	S 30
486	0.002	243001	Scanner	Scan Start
486.026	0.002	243014	Response	CR
486.228	0.002	243115	Stimulus	S110
488	0.002	244001	Scanner	Scan Start
490	0.002	245001	Scanner	Scan Start
492	0.002	246001	Scanner	Scan Start
493.056	0.002	246529	Stimulus	S 10
494	0.002	247001	Scanner	Scan Start
494.208	0.002	247105	Response	Hit
495.908	0.002	247955	Stimulus	S121
496	0.002	248001	Scanner	Scan Start
498	0.002	249001	Scanner	Scan Start
500	0.002	250001	Scanner	Scan Start
502	0.002	251001	Scanner	Scan Start
503.018	0.002	251510	Stimulus	S 30
503.824	0.002	251913	Response	CR
504	0.002	252001	Scanner	Scan Start
504.026	0.002	252014	Stimulus	S110
506	0.002	253001	Scanner	Scan Start
508	0.002	254001	Scanner	Scan Start
510	0.002	255001	Scanner	Scan Start
511.076	0.002	255539	Stimulus	S 30
511.968	0.002	255985	Response	CR
512	0.002	256001	Scanner	Scan Start
512.168	0.002	256085	Stimulus	S120
514	0.002	257001	Scanner	Scan Start
516	0.002	258001	Scanner	Scan Start
518	0.002	259001	Scanner	Scan Start
519.056	0.002	259529	Stimulus	S 40
519.778	0.002	259890	Response	CR
519.978	0.002	259990	Stimulus	S140
520	0.002	260001	Scanner	Scan Start
522	0.002	261001	Scanner	Scan Start
524	0.002	262001	Scanner	Scan Start
526	0.002	263001	Scanner	Scan Start
528	0.002	264001	Scanner	Scan Start
529.038	0.002	264520	Stimulus	S 40
529.864	0.002	264933	Response	CR
530	0.002	265001	Scanner	Scan Start
530.064	0.002	265033	Stimulus	S130
532	0.002	266001	Scanner	Scan Start
534	0.002	267001	Scanner	Scan Start
536	0.002	268001	Scanner	Scan Start
538	0.002	269001	Scanner	Scan Start
539.038	0.002	269520	Stimulus	S 10
540	0.002	270001	Scanner	Scan Start
540.182	0.002	270092	Response	Hit
540.384	0.002	270193	Stimulus	S140
542	0.002	271001	Scanner	Scan Start
544	0.002	272001	Scanner	Scan Start
546	0.002	273001	Scanner	Scan Start
547.02	0.002	273511	Stimulus	S 10
548	0.002	274001	Scanner	Scan Start
548.198	0.002	274100	Response	Hit
548.398	0.002	274200	Stimulus	S110
550	0.002	275001	Scanner	Scan Start
552	0.002	276001	Scanner	Scan Start
554	0.002	277001	Scanner	Scan Start
555.076	0.002	277539	Stimulus	S 30
555.812	0.002	277907	Response	CR
556	0.002	278001	Scanner	Scan Start
556.014	0.002	278008	Stimulus	S130
558	0.002	279001	Scanner	Scan Start
560	0.002	280001	Scanner	Scan Start
562	0.002	281001	Scanner	Scan Start
563.096	0.002	281549	Stimulus	S 20
564	0.002	282001	Scanner	Scan Start
564.236	0.002	282119	Response	FA
564.436	0.002	282219	Stimulus	S180
566	0.002	283001	Scanner	Scan Start
568	0.002	284001	Scanner	Scan Start
570	0.002	285001	Scanner	Scan Start
572	0.002	286001	Scanner	Scan Start
573.02	0.002	286511	Stimulus	S 80
574	0.002	287001	Scanner	Scan Start
574.152	0.002	287077	Response	CR
574.352	0.002	287177	Stimulus	S142
576	0.002	288001	Scanner	Scan Start
578	0.002	289001	Scanner	Scan Start
580	0.002	290001	Scanner	Scan Start
582	0.002	291001	Scanner	Scan Start
583.02	0.002	291511	Stimulus	S 10
584	0.002	292001	Scanner	Scan Start
584.402	0.002	292202	Response	Hit
584.602	0.002	292302	Stimulus	S110
586	0.002	293001	Scanner	Scan Start
588	0.002	294001	Scanner	Scan Start
590	0.002	295001	Scanner	Scan Start
591.058	0.002	295530	Stimulus	S 40
592	0.002	296001	Scanner	Scan Start
592.096	0.002	296049	Response	CR
592.296	0.002	296149	Stimulus	S130
594	0.002	297001	Scanner	Scan Start
596	0.002	298001	Scanner	Scan Start
598	0.002	299001	Scanner	Scan Start
600	0.002	300001	Scanner	Scan Start
601.038	0.002	300520	Stimulus	S 20
602	0.002	301001	Scanner	Scan Start
602.202	0.002	301102	Response	FA
602.404	0.002	301203	Stimulus	S172
604	0.002	302001	Scanner	Scan Start
606	0.002	303001	Scanner	Scan Start
608	0.002	304001	Scanner	Scan Start
609.096	0.002	304549	Stimulus	S 30
610	0.002	305001	Scanner	Scan Start
610.118	0.002	305060	Response	CR
611.818	0.002	305910	Stimulus	S121
612	0.002	306001	Scanner	Scan Start
614	0.002	307001	Scanner	Scan Start
616	0.002	308001	Scanner	Scan Start
617.076	0.002	308539	Stimulus	S 20
618	0.002	309001	Scanner	Scan Start
618.358	0.002	309180	Response	FA
618.56	0.002	309281	Stimulus	S182
620	0.002	310001	Scanner	Scan Start
622	0.002	311001	Scanner	Scan Start
624	0.002	312001	Scanner	Scan Start
625.058	0.002	312530	Stimulus	S 30
625.796	0.002	312899	Response	CR
625.998	0.002	313000	Stimulus	S140
626	0.002	313001	Scanner	Scan Start
628	0.002	314001	Scanner	Scan Start
630	0.002	315001	Scanner	Scan Start
632	0.002	316001	Scanner	Scan Start
633.038	0.002	316520	Stimulus	S 40
633.858	0.002	316930	Response	CR
634	0.002	317001	Scanner	Scan Start
634.06	0.002	317031	Stimulus	S120
636	0.002	318001	Scanner	Scan Start
638	0.002	319001	Scanner	Scan Start
640	0.002	320001	Scanner	Scan Start
642	0.002	321001	Scanner	Scan Start
643.058	0.002	321530	Stimulus	S 10
644	0.002	322001	Scanner	Scan Start
644.282	0.002	322142	Response	MISS
644.484	0.002	322243	Stimulus	S160
646	0.002	323001	Scanner	Scan Start
648	0.002	324001	Scanner	Scan Start
650	0.002	325001	Scanner	Scan Start
652	0.002	326001	Scanner	Scan Start
653.038	0.002	326520	Stimulus	S 30
653.96	0.002	326981	Response	CR
654	0.002	327001	Scanner	Scan Start
654.162	0.002	327082	Stimulus	S140
656	0.002	328001	Scanner	Scan Start
658	0.002	329001	Scanner	Scan Start
660	0.002	330001	Scanner	Scan Start
661.038	0.002	330520	Stimulus	S 20
662	0.002	331001	Scanner	Scan Start
662.162	0.002	331082	Response	FA
662.362	0.002	331182	Stimulus	S152
664	0.002	332001	Scanner	Scan Start
666	0.002	333001	Scanner	Scan Start
668	0.002	334001	Scanner	Scan Start
670	0.002	335001	Scanner	Scan Start
671.056	0.002	335529	Stimulus	S 40
671.882	0.002	335942	Response	CR
672	0.002	336001	Scanner	Scan Start
672.084	0.002	336043	Stimulus	S110
674	0.002	337001	Scanner	Scan Start
676	0.002	338001	Scanner	Scan Start
678	0.002	339001	Scanner	Scan Start
679.076	0.002	339539	Stimulus	S 20
680	0.002	340001	Scanner	Scan Start
680.266	0.002	340134	Response	FA
680.468	0.002	340235	Stimulus	S182
682	0.002	341001	Scanner	Scan Start
684	0.002	342001	Scanner	Scan Start
686	0.002	343001	Scanner	Scan Start
688	0.002	344001	Scanner	Scan Start
689.018	0.002	344510	Stimulus	S 10
690	0.002	345001	Scanner	Scan Start
690.17	0.002	345086	Response	Hit
690.372	0.002	345187	Stimulus	S120
692	0.002	346001	Scanner	Scan Start
694	0.002	347001	Scanner	Scan Start
696	0.002	348001	Scanner	Scan Start
697.094	0.002	348548	Stimulus	S 40
697.902	0.002	348952	Response	CR
698	0.002	349001	Scanner	Scan Start
699.604	0.002	349803	Stimulus	S111
700	0.002	350001	Scanner	Scan Start
702	0.002	351001	Scanner	Scan Start
704	0.002	352001	Scanner	Scan Start
705.018	0.002	352510	Stimulus	S 10
706	0.002	353001	Scanner	Scan Start
706.438	0.002	353220	Response	MISS
706.64	0.002	353321	Stimulus	S160
708	0.002	354001	Scanner	Scan Start
710	0.002	355001	Scanner	Scan Start
712	0.002	356001	Scanner	Scan Start
713.038	0.002	356520	Stimulus	S 30
713.816	0.002	356909	Response	CR
714	0.002	357001	Scanner	Scan Start
714.016	0.002	357009	Stimulus	S130
716	0.002	358001	Scanner	Scan Start
718	0.002	359001	Scanner	Scan Start
720	0.002	360001	Scanner	Scan Start
721.094	0.002	360548	Stimulus	S 20
722	0.002	361001	Scanner	Scan Start
722.288	0.002	361145	Response	FA
722.488	0.002	361245	Stimulus	S172
724	0.002	362001	Scanner	Scan Start
726	0.002	363001	Scanner	Scan Start
728	0.002	364001	Scanner	Scan Start
730	0.002	365001	Scanner	Scan Start
731.094	0.002	365548	Stimulus	S 30
731.962	0.002	365982	Response	CR
732	0.002	366001	Scanner	Scan Start
732.162	0.002	366082	Stimulus	S120
734	0.002	367001	Scanner	Scan Start
736	0.002	368001	Scanner	Scan Start
738	0.002	369001	Scanner	Scan Start
740	0.002	370001	Scanner	Scan Start
741.076	0.002	370539	Stimulus	S 40
741.988	0.002	370995	Response	CR
742	0.002	371001	Scanner	Scan Start
742.19	0.002	371096	Stimulus	S140
744	0.002	372001	Scanner	Scan Start
746	0.002	373001	Scanner	Scan Start
748	0.002	374001	Scanner	Scan Start
750	0.002	375001	Scanner	Scan Start
751.018	0.002	375510	Stimulus	S 30
751.776	0.002	375889	Response	CR
751.978	0.002	375990	Stimulus	S130
752	0.002	376001	Scanner	Scan Start
754	0.002	377001	Scanner	Scan Start
756	0.002	378001	Scanner	Scan Start
758	0.002	379001	Scanner	Scan Start
760	0.002	380001	Scanner	Scan Start
761.038	0.002	380520	Stimulus	S 20
762	0.002	381001	Scanner	Scan Start
762.206	0.002	381104	Response	FA
762.408	0.002	381205	Stimulus	S152
764	0.002	382001	Scanner	Scan Start
766	0.002	383001	Scanner	Scan Start
768	0.002	384001	Scanner	Scan Start
769.038	0.002	384520	Stimulus	S 10
770	0.002	385001	Scanner	Scan Start
770.118	0.002	385060	Response	Hit
770.318	0.002	385160	Stimulus	S110
772	0.002	386001	Scanner	Scan Start
774	0.002	387001	Scanner	Scan Start
776	0.002	388001	Scanner	Scan Start
777.094	0.002	388548	Stimulus	S 30
777.87	0.002	388936	Response	CR
778	0.002	389001	Scanner	Scan Start
779.572	0.002	389787	Stimulus	S131
780	0.002	390001	Scanner	Scan Start
782	0.002	391001	Scanner	Scan Start
784	0.002	392001	Scanner	Scan Start
786	0.002	393001	Scanner	Scan Start
787.038	0.002	393520	Stimulus	S 10
788	0.002	394001	Scanner	Scan Start
788.274	0.002	394138	Response	Hit
788.476	0.002	394239	Stimulus	S120
790	0.002	395001	Scanner	Scan Start
792	0.002	396001	Scanner	Scan Start
794	0.002	397001	Scanner	Scan Start
796	0.002	398001	Scanner	Scan Start
797.056	0.002	398529	Stimulus	S 40
797.964	0.002	398983	Response	CR
798	0.002	399001	Scanner	Scan Start
798.166	0.002	399084	Stimulus	S140
800	0.002	400001	Scanner	Scan Start
802	0.002	401001	Scanner	Scan Start
804	0.002	402001	Scanner	Scan Start
806	0.002	403001	Scanner	Scan Start
807.076	0.002	403539	Stimulus	S 40
807.998	0.002	404000	Response	CR
808	0.002	404001	Scanner	Scan Start
808.2	0.002	404101	Stimulus	S110
810	0.002	405001	Scanner	Scan Start
812	0.002	406001	Scanner	Scan Start
814	0.002	407001	Scanner	Scan Start
816	0.002	408001	Scanner	Scan Start
817.096	0.002	408549	Stimulus	S 10
818	0.002	409001	Scanner	Scan Start
818.206	0.002	409104	Response	Hit
818.406	0.002	409204	Stimulus	S140
820	0.002	410001	Scanner	Scan Start
822	0.002	411001	Scanner	Scan Start
824	0.002	412001	Scanner	Scan Start
825.02	0.002	412511	Stimulus	S 20
826	0.002	413001	Scanner	Scan Start
826.204	0.002	413103	Response	FA
826.406	0.002	413204	Stimulus	S172
828	0.002	414001	Scanner	Scan Start
830	0.002	415001	Scanner	Scan Start
832	0.002	416001	Scanner	Scan Start
834	0.002	417001	Scanner	Scan Start
835.038	0.002	417520	Stimulus	S 40
835.866	0.002	417934	Response	CR
836	0.002	418001	Scanner	Scan Start
836.068	0.002	418035	Stimulus	S120
838	0.002	419001	Scanner	Scan Start
840	0.002	420001	Scanner	Scan Start
842	0.002	421001	Scanner	Scan Start
843.076	0.002	421539	Stimulus	S 30
843.882	0.002	421942	Response	CR
844	0.002	422001	Scanner	Scan Start
844.082	0.002	422042	Stimulus	S130
846	0.002	423001	Scanner	Scan Start
