onset	duration	sample	trial_type	value
864	0.002	432001	Scanner	Scan Start
866	0.002	433001	Scanner	Scan Start
868	0.002	434001	Scanner	Scan Start
869.096	0.002	434549	Stimulus	S 30
870	0.002	435001	Scanner	Scan Start
870.194	0.002	435098	Response	CR
870.396	0.002	435199	Stimulus	S120
872	0.002	436001	Scanner	Scan Start
874	0.002	437001	Scanner	Scan Start
876	0.002	438001	Scanner	Scan Start
877.038	0.002	438520	Stimulus	S 20
877.852	0.002	438927	Response	CR
878	0.002	439001	Scanner	Scan Start
878.052	0.002	439027	Stimulus	S140
880	0.002	440001	Scanner	Scan Start
882	0.002	441001	Scanner	Scan Start
884	0.002	442001	Scanner	Scan Start
886	0.002	443001	Scanner	Scan Start
887.02	0.002	443511	Stimulus	S 20
887.688	0.002	443845	Response	FA
887.89	0.002	443946	Stimulus	S170
888	0.002	444001	Scanner	Scan Start
890	0.002	445001	Scanner	Scan Start
892	0.002	446001	Scanner	Scan Start
894	0.002	447001	Scanner	Scan Start
895.038	0.002	447520	Stimulus	S 10
895.662	0.002	447832	Response	MISS
895.864	0.002	447933	Stimulus	S150
896	0.002	448001	Scanner	Scan Start
898	0.002	449001	Scanner	Scan Start
900	0.002	450001	Scanner	Scan Start
902	0.002	451001	Scanner	Scan Start
904	0.002	452001	Scanner	Scan Start
905.02	0.002	452511	Stimulus	S 10
905.788	0.002	452895	Response	Hit
906	0.002	453001	Scanner	Scan Start
907.488	0.002	453745	Stimulus	S111
908	0.002	454001	Scanner	Scan Start
910	0.002	455001	Scanner	Scan Start
912	0.002	456001	Scanner	Scan Start
914	0.002	457001	Scanner	Scan Start
915.076	0.002	457539	Stimulus	S 20
915.768	0.002	457885	Response	CR
915.97	0.002	457986	Stimulus	S120
916	0.002	458001	Scanner	Scan Start
918	0.002	459001	Scanner	Scan Start
920	0.002	460001	Scanner	Scan Start
922	0.002	461001	Scanner	Scan Start
923.058	0.002	461530	Stimulus	S 40
924	0.002	462001	Scanner	Scan Start
924.112	0.002	462057	Response	FA
924.312	0.002	462157	Stimulus	S170
926	0.002	463001	Scanner	Scan Start
928	0.002	464001	Scanner	Scan Start
930	0.002	465001	Scanner	Scan Start
932	0.002	466001	Scanner	Scan Start
933.076	0.002	466539	Stimulus	S 10
933.894	0.002	466948	Response	MISS
934	0.002	467001	Scanner	Scan Start
934.096	0.002	467049	Stimulus	S180
936	0.002	468001	Scanner	Scan Start
938	0.002	469001	Scanner	Scan Start
940	0.002	470001	Scanner	Scan Start
942	0.002	471001	Scanner	Scan Start
943.076	0.002	471539	Stimulus	S 30
944	0.002	472001	Scanner	Scan Start
944.082	0.002	472042	Response	CR
944.282	0.002	472142	Stimulus	S110
946	0.002	473001	Scanner	Scan Start
948	0.002	474001	Scanner	Scan Start
950	0.002	475001	Scanner	Scan Start
952	0.002	476001	Scanner	Scan Start
953.096	0.002	476549	Stimulus	S 30
954	0.002	477001	Scanner	Scan Start
954.352	0.002	477177	Response	FA
954.554	0.002	477278	Stimulus	S150
956	0.002	478001	Scanner	Scan Start
958	0.002	479001	Scanner	Scan Start
960	0.002	480001	Scanner	Scan Start
961.02	0.002	480511	Stimulus	S 20
962	0.002	481001	Scanner	Scan Start
962.05	0.002	481026	Response	CR
962.25	0.002	481126	Stimulus	S130
964	0.002	482001	Scanner	Scan Start
966	0.002	483001	Scanner	Scan Start
968	0.002	484001	Scanner	Scan Start
970	0.002	485001	Scanner	Scan Start
971.038	0.002	485520	Stimulus	S 40
971.99	0.002	485996	Response	CR
972	0.002	486001	Scanner	Scan Start
973.69	0.002	486846	Stimulus	S121
974	0.002	487001	Scanner	Scan Start
976	0.002	488001	Scanner	Scan Start
978	0.002	489001	Scanner	Scan Start
979.058	0.002	489530	Stimulus	S 10
980	0.002	490001	Scanner	Scan Start
980.21	0.002	490106	Response	MISS
980.41	0.002	490206	Stimulus	S160
982	0.002	491001	Scanner	Scan Start
984	0.002	492001	Scanner	Scan Start
986	0.002	493001	Scanner	Scan Start
988	0.002	494001	Scanner	Scan Start
989.076	0.002	494539	Stimulus	S 30
989.994	0.002	494998	Response	CR
990	0.002	495001	Scanner	Scan Start
990.194	0.002	495098	Stimulus	S140
992	0.002	496001	Scanner	Scan Start
994	0.002	497001	Scanner	Scan Start
996	0.002	498001	Scanner	Scan Start
997.018	0.002	498510	Stimulus	S 40
998	0.002	499001	Scanner	Scan Start
998.204	0.002	499103	Response	FA
998.406	0.002	499204	Stimulus	S180
1000	0.002	500001	Scanner	Scan Start
1002	0.002	501001	Scanner	Scan Start
1004	0.002	502001	Scanner	Scan Start
1006	0.002	503001	Scanner	Scan Start
1007.094	0.002	503548	Stimulus	S 40
1008	0.002	504001	Scanner	Scan Start
1008.18	0.002	504091	Response	CR
1008.382	0.002	504192	Stimulus	S130
1010	0.002	505001	Scanner	Scan Start
1012	0.002	506001	Scanner	Scan Start
1014	0.002	507001	Scanner	Scan Start
1015.018	0.002	507510	Stimulus	S 20
1015.95	0.002	507976	Response	FA
1016	0.002	508001	Scanner	Scan Start
1016.152	0.002	508077	Stimulus	S160
1018	0.002	509001	Scanner	Scan Start
1020	0.002	510001	Scanner	Scan Start
1022	0.002	511001	Scanner	Scan Start
1023.038	0.002	511520	Stimulus	S 40
1024	0.002	512001	Scanner	Scan Start
1024.358	0.002	512180	Response	CR
1024.558	0.002	512280	Stimulus	S110
1026	0.002	513001	Scanner	Scan Start
1028	0.002	514001	Scanner	Scan Start
1030	0.002	515001	Scanner	Scan Start
1032	0.002	516001	Scanner	Scan Start
1033.094	0.002	516548	Stimulus	S 40
1034	0.002	517001	Scanner	Scan Start
1034.08	0.002	517041	Response	CR
1034.282	0.002	517142	Stimulus	S130
1036	0.002	518001	Scanner	Scan Start
1038	0.002	519001	Scanner	Scan Start
1040	0.002	520001	Scanner	Scan Start
1042	0.002	521001	Scanner	Scan Start
1043.076	0.002	521539	Stimulus	S 10
1044	0.002	522001	Scanner	Scan Start
1044.042	0.002	522022	Response	MISS
1044.242	0.002	522122	Stimulus	S170
1046	0.002	523001	Scanner	Scan Start
1048	0.002	524001	Scanner	Scan Start
1050	0.002	525001	Scanner	Scan Start
1052	0.002	526001	Scanner	Scan Start
1053.038	0.002	526520	Stimulus	S 30
1054	0.002	527001	Scanner	Scan Start
1054.21	0.002	527106	Response	CR
1054.412	0.002	527207	Stimulus	S120
1056	0.002	528001	Scanner	Scan Start
1058	0.002	529001	Scanner	Scan Start
1060	0.002	530001	Scanner	Scan Start
1062	0.002	531001	Scanner	Scan Start
1063.094	0.002	531548	Stimulus	S 20
1064	0.002	532001	Scanner	Scan Start
1064.26	0.002	532131	Response	FA
1064.462	0.002	532232	Stimulus	S150
1066	0.002	533001	Scanner	Scan Start
1068	0.002	534001	Scanner	Scan Start
1070	0.002	535001	Scanner	Scan Start
1071.056	0.002	535529	Stimulus	S 20
1071.948	0.002	535975	Response	CR
1072	0.002	536001	Scanner	Scan Start
1072.148	0.002	536075	Stimulus	S140
1074	0.002	537001	Scanner	Scan Start
1076	0.002	538001	Scanner	Scan Start
1078	0.002	539001	Scanner	Scan Start
1079.094	0.002	539548	Stimulus	S 10
1079.912	0.002	539957	Response	MISS
1080	0.002	540001	Scanner	Scan Start
1081.612	0.002	540807	Stimulus	S171
1082	0.002	541001	Scanner	Scan Start
1084	0.002	542001	Scanner	Scan Start
1086	0.002	543001	Scanner	Scan Start
1087.018	0.002	543510	Stimulus	S 10
1087.67	0.002	543836	Response	MISS
1087.872	0.002	543937	Stimulus	S160
1088	0.002	544001	Scanner	Scan Start
1090	0.002	545001	Scanner	Scan Start
1092	0.002	546001	Scanner	Scan Start
1094	0.002	547001	Scanner	Scan Start
1095.076	0.002	547539	Stimulus	S 40
1095.924	0.002	547963	Response	CR
1096	0.002	548001	Scanner	Scan Start
1096.126	0.002	548064	Stimulus	S110
1098	0.002	549001	Scanner	Scan Start
1100	0.002	550001	Scanner	Scan Start
1102	0.002	551001	Scanner	Scan Start
1104	0.002	552001	Scanner	Scan Start
1105.018	0.002	552510	Stimulus	S 20
1105.808	0.002	552905	Response	CR
1106	0.002	553001	Scanner	Scan Start
1106.01	0.002	553006	Stimulus	S140
1108	0.002	554001	Scanner	Scan Start
1110	0.002	555001	Scanner	Scan Start
1112	0.002	556001	Scanner	Scan Start
1114	0.002	557001	Scanner	Scan Start
1115.094	0.002	557548	Stimulus	S 30
1116	0.002	558001	Scanner	Scan Start
1116.082	0.002	558042	Response	CR
1116.284	0.002	558143	Stimulus	S120
1118	0.002	559001	Scanner	Scan Start
1120	0.002	560001	Scanner	Scan Start
1122	0.002	561001	Scanner	Scan Start
1123.018	0.002	561510	Stimulus	S 10
1123.912	0.002	561957	Response	Hit
1124	0.002	562001	Scanner	Scan Start
1124.114	0.002	562058	Stimulus	S130
1126	0.002	563001	Scanner	Scan Start
1128	0.002	564001	Scanner	Scan Start
1130	0.002	565001	Scanner	Scan Start
1132	0.002	566001	Scanner	Scan Start
1133.038	0.002	566520	Stimulus	S 20
1133.898	0.002	566950	Response	CR
1134	0.002	567001	Scanner	Scan Start
1135.598	0.002	567800	Stimulus	S141
1136	0.002	568001	Scanner	Scan Start
1138	0.002	569001	Scanner	Scan Start
1140	0.002	570001	Scanner	Scan Start
1141.038	0.002	570520	Stimulus	S 10
1141.82	0.002	570911	Response	Hit
1142	0.002	571001	Scanner	Scan Start
1142.022	0.002	571012	Stimulus	S120
1144	0.002	572001	Scanner	Scan Start
1146	0.002	573001	Scanner	Scan Start
1148	0.002	574001	Scanner	Scan Start
1150	0.002	575001	Scanner	Scan Start
1151.096	0.002	575549	Stimulus	S 10
1151.852	0.002	575927	Response	MISS
1152	0.002	576001	Scanner	Scan Start
1152.054	0.002	576028	Stimulus	S150
1154	0.002	577001	Scanner	Scan Start
1156	0.002	578001	Scanner	Scan Start
1158	0.002	579001	Scanner	Scan Start
1159.076	0.002	579539	Stimulus	S 40
1159.998	0.002	580000	Response	CR
1160	0.002	580001	Scanner	Scan Start
1160.198	0.002	580100	Stimulus	S110
1162	0.002	581001	Scanner	Scan Start
1164	0.002	582001	Scanner	Scan Start
1166	0.002	583001	Scanner	Scan Start
1168	0.002	584001	Scanner	Scan Start
1169.076	0.002	584539	Stimulus	S 20
1169.84	0.002	584921	Response	CR
1170	0.002	585001	Scanner	Scan Start
1170.04	0.002	585021	Stimulus	S130
1172	0.002	586001	Scanner	Scan Start
1174	0.002	587001	Scanner	Scan Start
1176	0.002	588001	Scanner	Scan Start
1177.096	0.002	588549	Stimulus	S 20
1177.856	0.002	588929	Response	CR
1178	0.002	589001	Scanner	Scan Start
1178.058	0.002	589030	Stimulus	S110
1180	0.002	590001	Scanner	Scan Start
1182	0.002	591001	Scanner	Scan Start
1184	0.002	592001	Scanner	Scan Start
1185.02	0.002	592511	Stimulus	S 40
1186	0.002	593001	Scanner	Scan Start
1186.526	0.002	593264	Response	FA
1186.728	0.002	593365	Stimulus	S180
1188	0.002	594001	Scanner	Scan Start
1190	0.002	595001	Scanner	Scan Start
1192	0.002	596001	Scanner	Scan Start
1193.058	0.002	596530	Stimulus	S 10
1193.712	0.002	596857	Response	MISS
1193.912	0.002	596957	Stimulus	S160
1194	0.002	597001	Scanner	Scan Start
1196	0.002	598001	Scanner	Scan Start
1198	0.002	599001	Scanner	Scan Start
1200	0.002	600001	Scanner	Scan Start
1201.02	0.002	600511	Stimulus	S 30
1202	0.002	601001	Scanner	Scan Start
1202.024	0.002	601013	Response	CR
1202.226	0.002	601114	Stimulus	S140
1204	0.002	602001	Scanner	Scan Start
1206	0.002	603001	Scanner	Scan Start
1208	0.002	604001	Scanner	Scan Start
1210	0.002	605001	Scanner	Scan Start
1211.094	0.002	605548	Stimulus	S 10
1211.81	0.002	605906	Response	MISS
1212	0.002	606001	Scanner	Scan Start
1212.012	0.002	606007	Stimulus	S180
1214	0.002	607001	Scanner	Scan Start
1216	0.002	608001	Scanner	Scan Start
1218	0.002	609001	Scanner	Scan Start
1219.094	0.002	609548	Stimulus	S 40
1220	0.002	610001	Scanner	Scan Start
1220.016	0.002	610009	Response	CR
1220.218	0.002	610110	Stimulus	S130
1222	0.002	611001	Scanner	Scan Start
1224	0.002	612001	Scanner	Scan Start
1226	0.002	613001	Scanner	Scan Start
1228	0.002	614001	Scanner	Scan Start
1229.038	0.002	614520	Stimulus	S 10
1229.694	0.002	614848	Response	MISS
1229.896	0.002	614949	Stimulus	S170
1230	0.002	615001	Scanner	Scan Start
1232	0.002	616001	Scanner	Scan Start
1234	0.002	617001	Scanner	Scan Start
1236	0.002	618001	Scanner	Scan Start
1238	0.002	619001	Scanner	Scan Start
1239.094	0.002	619548	Stimulus	S 30
1240	0.002	620001	Scanner	Scan Start
1240.202	0.002	620102	Response	CR
1240.404	0.002	620203	Stimulus	S120
1242	0.002	621001	Scanner	Scan Start
1244	0.002	622001	Scanner	Scan Start
1246	0.002	623001	Scanner	Scan Start
1248	0.002	624001	Scanner	Scan Start
1249.056	0.002	624529	Stimulus	S 30
1250	0.002	625001	Scanner	Scan Start
1250.364	0.002	625183	Response	FA
1250.566	0.002	625284	Stimulus	S150
1252	0.002	626001	Scanner	Scan Start
1254	0.002	627001	Scanner	Scan Start
1256	0.002	628001	Scanner	Scan Start
1258	0.002	629001	Scanner	Scan Start
1259.056	0.002	629529	Stimulus	S 20
1259.988	0.002	629995	Response	CR
1260	0.002	630001	Scanner	Scan Start
1261.69	0.002	630846	Stimulus	S141
1262	0.002	631001	Scanner	Scan Start
1264	0.002	632001	Scanner	Scan Start
1266	0.002	633001	Scanner	Scan Start
1267.038	0.002	633520	Stimulus	S 40
1268	0.002	634001	Scanner	Scan Start
1268.042	0.002	634022	Response	CR
1268.242	0.002	634122	Stimulus	S110
1270	0.002	635001	Scanner	Scan Start
1272	0.002	636001	Scanner	Scan Start
1274	0.002	637001	Scanner	Scan Start
1275.058	0.002	637530	Stimulus	S 20
1275.932	0.002	637967	Response	CR
1276	0.002	638001	Scanner	Scan Start
1276.132	0.002	638067	Stimulus	S120
1278	0.002	639001	Scanner	Scan Start
1280	0.002	640001	Scanner	Scan Start
1282	0.002	641001	Scanner	Scan Start
1283.096	0.002	641549	Stimulus	S 40
1284	0.002	642001	Scanner	Scan Start
1284.198	0.002	642100	Response	FA
1284.4	0.002	642201	Stimulus	S180
1286	0.002	643001	Scanner	Scan Start
1288	0.002	644001	Scanner	Scan Start
1290	0.002	645001	Scanner	Scan Start
1292	0.002	646001	Scanner	Scan Start
1293.02	0.002	646511	Stimulus	S 10
1294	0.002	647001	Scanner	Scan Start
1294.04	0.002	647021	Response	Hit
1294.242	0.002	647122	Stimulus	S110
1296	0.002	648001	Scanner	Scan Start
1298	0.002	649001	Scanner	Scan Start
1300	0.002	650001	Scanner	Scan Start
1301.038	0.002	650520	Stimulus	S 30
1302	0.002	651001	Scanner	Scan Start
1302.068	0.002	651035	Response	CR
1302.27	0.002	651136	Stimulus	S120
1304	0.002	652001	Scanner	Scan Start
1306	0.002	653001	Scanner	Scan Start
1308	0.002	654001	Scanner	Scan Start
1309.076	0.002	654539	Stimulus	S 20
1309.93	0.002	654966	Response	CR
1310	0.002	655001	Scanner	Scan Start
1310.132	0.002	655067	Stimulus	S130
1312	0.002	656001	Scanner	Scan Start
1314	0.002	657001	Scanner	Scan Start
1316	0.002	658001	Scanner	Scan Start
1318	0.002	659001	Scanner	Scan Start
1319.02	0.002	659511	Stimulus	S 30
1320	0.002	660001	Scanner	Scan Start
1320.146	0.002	660074	Response	FA
1320.348	0.002	660175	Stimulus	S150
1322	0.002	661001	Scanner	Scan Start
1324	0.002	662001	Scanner	Scan Start
1326	0.002	663001	Scanner	Scan Start
1328	0.002	664001	Scanner	Scan Start
1329.076	0.002	664539	Stimulus	S 40
1330	0.002	665001	Scanner	Scan Start
1330.048	0.002	665025	Response	CR
1330.248	0.002	665125	Stimulus	S140
1332	0.002	666001	Scanner	Scan Start
1334	0.002	667001	Scanner	Scan Start
1336	0.002	668001	Scanner	Scan Start
1337.058	0.002	668530	Stimulus	S 20
1337.924	0.002	668963	Response	CR
1338	0.002	669001	Scanner	Scan Start
1338.124	0.002	669063	Stimulus	S130
1340	0.002	670001	Scanner	Scan Start
1342	0.002	671001	Scanner	Scan Start
1344	0.002	672001	Scanner	Scan Start
1346	0.002	673001	Scanner	Scan Start
1347.076	0.002	673539	Stimulus	S 30
1348	0.002	674001	Scanner	Scan Start
1348.04	0.002	674021	Response	CR
1349.742	0.002	674872	Stimulus	S111
1350	0.002	675001	Scanner	Scan Start
1352	0.002	676001	Scanner	Scan Start
1354	0.002	677001	Scanner	Scan Start
1356	0.002	678001	Scanner	Scan Start
1357.038	0.002	678520	Stimulus	S 10
1357.96	0.002	678981	Response	Hit
1358	0.002	679001	Scanner	Scan Start
1358.16	0.002	679081	Stimulus	S130
1360	0.002	680001	Scanner	Scan Start
1362	0.002	681001	Scanner	Scan Start
1364	0.002	682001	Scanner	Scan Start
1365.096	0.002	682549	Stimulus	S 20
1365.78	0.002	682891	Response	CR
1365.982	0.002	682992	Stimulus	S110
1366	0.002	683001	Scanner	Scan Start
1368	0.002	684001	Scanner	Scan Start
1370	0.002	685001	Scanner	Scan Start
1372	0.002	686001	Scanner	Scan Start
1374	0.002	687001	Scanner	Scan Start
1375.02	0.002	687511	Stimulus	S 30
1376	0.002	688001	Scanner	Scan Start
1376.076	0.002	688039	Response	CR
1376.276	0.002	688139	Stimulus	S140
1378	0.002	689001	Scanner	Scan Start
1380	0.002	690001	Scanner	Scan Start
1382	0.002	691001	Scanner	Scan Start
1384	0.002	692001	Scanner	Scan Start
1385.058	0.002	692530	Stimulus	S 20
1386	0.002	693001	Scanner	Scan Start
1386.108	0.002	693055	Response	CR
1386.31	0.002	693156	Stimulus	S130
1388	0.002	694001	Scanner	Scan Start
1390	0.002	695001	Scanner	Scan Start
1392	0.002	696001	Scanner	Scan Start
1394	0.002	697001	Scanner	Scan Start
1395.058	0.002	697530	Stimulus	S 10
1395.914	0.002	697958	Response	MISS
1396	0.002	698001	Scanner	Scan Start
1396.116	0.002	698059	Stimulus	S180
1398	0.002	699001	Scanner	Scan Start
1400	0.002	700001	Scanner	Scan Start
1402	0.002	701001	Scanner	Scan Start
1403.076	0.002	701539	Stimulus	S 40
1404	0.002	702001	Scanner	Scan Start
1404.076	0.002	702039	Response	CR
1404.278	0.002	702140	Stimulus	S120
1406	0.002	703001	Scanner	Scan Start
1408	0.002	704001	Scanner	Scan Start
1410	0.002	705001	Scanner	Scan Start
1411.058	0.002	705530	Stimulus	S 10
1411.97	0.002	705986	Response	MISS
1412	0.002	706001	Scanner	Scan Start
1412.172	0.002	706087	Stimulus	S160
1414	0.002	707001	Scanner	Scan Start
1416	0.002	708001	Scanner	Scan Start
1418	0.002	709001	Scanner	Scan Start
1419.076	0.002	709539	Stimulus	S 30
1419.898	0.002	709950	Response	CR
1420	0.002	710001	Scanner	Scan Start
1421.6	0.002	710801	Stimulus	S141
1422	0.002	711001	Scanner	Scan Start
1424	0.002	712001	Scanner	Scan Start
1426	0.002	713001	Scanner	Scan Start
1427.094	0.002	713548	Stimulus	S 10
1427.742	0.002	713872	Response	MISS
1427.944	0.002	713973	Stimulus	S170
1428	0.002	714001	Scanner	Scan Start
1430	0.002	715001	Scanner	Scan Start
1432	0.002	716001	Scanner	Scan Start
1434	0.002	717001	Scanner	Scan Start
1436	0.002	718001	Scanner	Scan Start
1437.094	0.002	718548	Stimulus	S 30
1438	0.002	719001	Scanner	Scan Start
1438.158	0.002	719080	Response	CR
1438.358	0.002	719180	Stimulus	S120
1440	0.002	720001	Scanner	Scan Start
1442	0.002	721001	Scanner	Scan Start
1444	0.002	722001	Scanner	Scan Start
1446	0.002	723001	Scanner	Scan Start
1447.076	0.002	723539	Stimulus	S 40
1448	0.002	724001	Scanner	Scan Start
1448.03	0.002	724016	Response	CR
1448.232	0.002	724117	Stimulus	S110
1450	0.002	725001	Scanner	Scan Start
1452	0.002	726001	Scanner	Scan Start
1454	0.002	727001	Scanner	Scan Start
1455.038	0.002	727520	Stimulus	S 30
1456	0.002	728001	Scanner	Scan Start
1456.138	0.002	728070	Response	CR
1456.34	0.002	728171	Stimulus	S140
1458	0.002	729001	Scanner	Scan Start
1460	0.002	730001	Scanner	Scan Start
1462	0.002	731001	Scanner	Scan Start
1464	0.002	732001	Scanner	Scan Start
1465.076	0.002	732539	Stimulus	S 30
1466	0.002	733001	Scanner	Scan Start
1466.386	0.002	733194	Response	FA
1466.588	0.002	733295	Stimulus	S160
1468	0.002	734001	Scanner	Scan Start
1470	0.002	735001	Scanner	Scan Start
1472	0.002	736001	Scanner	Scan Start
1473.094	0.002	736548	Stimulus	S 40
1473.876	0.002	736939	Response	CR
1474	0.002	737001	Scanner	Scan Start
1474.078	0.002	737040	Stimulus	S130
1476	0.002	738001	Scanner	Scan Start
1478	0.002	739001	Scanner	Scan Start
1480	0.002	740001	Scanner	Scan Start
1481.094	0.002	740548	Stimulus	S 20
1482	0.002	741001	Scanner	Scan Start
1482.276	0.002	741139	Response	CR
1482.478	0.002	741240	Stimulus	S110
1484	0.002	742001	Scanner	Scan Start
1486	0.002	743001	Scanner	Scan Start
1488	0.002	744001	Scanner	Scan Start
1489.076	0.002	744539	Stimulus	S 10
1489.762	0.002	744882	Response	MISS
1489.964	0.002	744983	Stimulus	S170
1490	0.002	745001	Scanner	Scan Start
1492	0.002	746001	Scanner	Scan Start
1494	0.002	747001	Scanner	Scan Start
1496	0.002	748001	Scanner	Scan Start
1497.038	0.002	748520	Stimulus	S 30
1497.98	0.002	748991	Response	CR
1498	0.002	749001	Scanner	Scan Start
1498.18	0.002	749091	Stimulus	S140
1500	0.002	750001	Scanner	Scan Start
1502	0.002	751001	Scanner	Scan Start
1504	0.002	752001	Scanner	Scan Start
1506	0.002	753001	Scanner	Scan Start
1507.076	0.002	753539	Stimulus	S 40
1507.926	0.002	753964	Response	CR
1508	0.002	754001	Scanner	Scan Start
1508.128	0.002	754065	Stimulus	S120
1510	0.002	755001	Scanner	Scan Start
1512	0.002	756001	Scanner	Scan Start
1514	0.002	757001	Scanner	Scan Start
1515.038	0.002	757520	Stimulus	S 20
1516	0.002	758001	Scanner	Scan Start
1516.004	0.002	758003	Response	FA
1516.206	0.002	758104	Stimulus	S180
1518	0.002	759001	Scanner	Scan Start
1520	0.002	760001	Scanner	Scan Start
1522	0.002	761001	Scanner	Scan Start
1524	0.002	762001	Scanner	Scan Start
1525.018	0.002	762510	Stimulus	S 20
1525.772	0.002	762887	Response	CR
1526	0.002	763001	Scanner	Scan Start
1527.474	0.002	763738	Stimulus	S131
1528	0.002	764001	Scanner	Scan Start
1530	0.002	765001	Scanner	Scan Start
1532	0.002	766001	Scanner	Scan Start
1534	0.002	767001	Scanner	Scan Start
1535.056	0.002	767529	Stimulus	S 40
1535.976	0.002	767989	Response	CR
1536	0.002	768001	Scanner	Scan Start
1536.178	0.002	768090	Stimulus	S120
1538	0.002	769001	Scanner	Scan Start
1540	0.002	770001	Scanner	Scan Start
1542	0.002	771001	Scanner	Scan Start
1544	0.002	772001	Scanner	Scan Start
1545.056	0.002	772529	Stimulus	S 10
1546	0.002	773001	Scanner	Scan Start
1546.236	0.002	773119	Response	MISS
1546.438	0.002	773220	Stimulus	S160
1548	0.002	774001	Scanner	Scan Start
1550	0.002	775001	Scanner	Scan Start
1552	0.002	776001	Scanner	Scan Start
1554	0.002	777001	Scanner	Scan Start
1555.038	0.002	777520	Stimulus	S 40
1555.87	0.002	777936	Response	CR
1556	0.002	778001	Scanner	Scan Start
1556.072	0.002	778037	Stimulus	S130
1558	0.002	779001	Scanner	Scan Start
1560	0.002	780001	Scanner	Scan Start
1562	0.002	781001	Scanner	Scan Start
1563.058	0.002	781530	Stimulus	S 40
1563.834	0.002	781918	Response	CR
1564	0.002	782001	Scanner	Scan Start
1564.036	0.002	782019	Stimulus	S120
1566	0.002	783001	Scanner	Scan Start
1568	0.002	784001	Scanner	Scan Start
1570	0.002	785001	Scanner	Scan Start
1572	0.002	786001	Scanner	Scan Start
1573.058	0.002	786530	Stimulus	S 30
1574	0.002	787001	Scanner	Scan Start
1574.73	0.002	787366	Response	CR
1574.93	0.002	787466	Stimulus	S110
1576	0.002	788001	Scanner	Scan Start
1578	0.002	789001	Scanner	Scan Start
1580	0.002	790001	Scanner	Scan Start
1581.058	0.002	790530	Stimulus	S 40
1582	0.002	791001	Scanner	Scan Start
1582.214	0.002	791108	Response	CR
1582.414	0.002	791208	Stimulus	S130
1584	0.002	792001	Scanner	Scan Start
1586	0.002	793001	Scanner	Scan Start
1588	0.002	794001	Scanner	Scan Start
1590	0.002	795001	Scanner	Scan Start
1591.096	0.002	795549	Stimulus	S 10
1591.864	0.002	795933	Response	MISS
1592	0.002	796001	Scanner	Scan Start
1593.566	0.002	796784	Stimulus	S181
1594	0.002	797001	Scanner	Scan Start
1596	0.002	798001	Scanner	Scan Start
1598	0.002	799001	Scanner	Scan Start
1599.096	0.002	799549	Stimulus	S 20
1599.942	0.002	799972	Response	FA
1600	0.002	800001	Scanner	Scan Start
1600.142	0.002	800072	Stimulus	S170
1602	0.002	801001	Scanner	Scan Start
1604	0.002	802001	Scanner	Scan Start
1606	0.002	803001	Scanner	Scan Start
1608	0.002	804001	Scanner	Scan Start
1609.02	0.002	804511	Stimulus	S 20
1609.992	0.002	804997	Response	FA
1610	0.002	805001	Scanner	Scan Start
1610.192	0.002	805097	Stimulus	S150
1612	0.002	806001	Scanner	Scan Start
1614	0.002	807001	Scanner	Scan Start
1616	0.002	808001	Scanner	Scan Start
1618	0.002	809001	Scanner	Scan Start
1619.058	0.002	809530	Stimulus	S 30
1619.864	0.002	809933	Response	CR
1620	0.002	810001	Scanner	Scan Start
1620.064	0.002	810033	Stimulus	S110
1622	0.002	811001	Scanner	Scan Start
1624	0.002	812001	Scanner	Scan Start
1626	0.002	813001	Scanner	Scan Start
1628	0.002	814001	Scanner	Scan Start
1630	0.002	815001	Scanner	Scan Start
