onset	duration	sample	trial_type	value
87.018	0.002	43510	Stimulus	S 10
87.718	0.002	43860	Response	Hit
87.92	0.002	43961	Stimulus	S120
88	0.002	44001	Scanner	Scan Start
90	0.002	45001	Scanner	Scan Start
92	0.002	46001	Scanner	Scan Start
94	0.002	47001	Scanner	Scan Start
96	0.002	48001	Scanner	Scan Start
97.094	0.002	48548	Stimulus	S 20
97.744	0.002	48873	Response	CR
97.944	0.002	48973	Stimulus	S110
98	0.002	49001	Scanner	Scan Start
100	0.002	50001	Scanner	Scan Start
102	0.002	51001	Scanner	Scan Start
104	0.002	52001	Scanner	Scan Start
105.038	0.002	52520	Stimulus	S 10
105.738	0.002	52870	Response	Hit
105.938	0.002	52970	Stimulus	S120
106	0.002	53001	Scanner	Scan Start
108	0.002	54001	Scanner	Scan Start
110	0.002	55001	Scanner	Scan Start
112	0.002	56001	Scanner	Scan Start
113.038	0.002	56520	Stimulus	S 40
113.97	0.002	56986	Response	CR
114	0.002	57001	Scanner	Scan Start
114.17	0.002	57086	Stimulus	S140
116	0.002	58001	Scanner	Scan Start
118	0.002	59001	Scanner	Scan Start
120	0.002	60001	Scanner	Scan Start
121.038	0.002	60520	Stimulus	S 20
121.788	0.002	60895	Response	FA
121.99	0.002	60996	Stimulus	S180
122	0.002	61001	Scanner	Scan Start
124	0.002	62001	Scanner	Scan Start
126	0.002	63001	Scanner	Scan Start
128	0.002	64001	Scanner	Scan Start
129.038	0.002	64520	Stimulus	S 20
129.748	0.002	64875	Response	FA
129.95	0.002	64976	Stimulus	S160
130	0.002	65001	Scanner	Scan Start
132	0.002	66001	Scanner	Scan Start
134	0.002	67001	Scanner	Scan Start
136	0.002	68001	Scanner	Scan Start
138	0.002	69001	Scanner	Scan Start
139.056	0.002	69529	Stimulus	S 40
139.806	0.002	69904	Response	CR
140	0.002	70001	Scanner	Scan Start
141.508	0.002	70755	Stimulus	S131
142	0.002	71001	Scanner	Scan Start
144	0.002	72001	Scanner	Scan Start
146	0.002	73001	Scanner	Scan Start
147.056	0.002	73529	Stimulus	S 20
147.632	0.002	73817	Response	CR
147.832	0.002	73917	Stimulus	S110
148	0.002	74001	Scanner	Scan Start
150	0.002	75001	Scanner	Scan Start
152	0.002	76001	Scanner	Scan Start
154	0.002	77001	Scanner	Scan Start
156	0.002	78001	Scanner	Scan Start
157.056	0.002	78529	Stimulus	S 30
157.798	0.002	78900	Response	CR
158	0.002	79001	Scanner	Scan Start
158	0.002	79001	Stimulus	S140
160	0.002	80001	Scanner	Scan Start
162	0.002	81001	Scanner	Scan Start
164	0.002	82001	Scanner	Scan Start
166	0.002	83001	Scanner	Scan Start
167.018	0.002	83510	Stimulus	S 10
167.594	0.002	83798	Response	MISS
167.796	0.002	83899	Stimulus	S180
168	0.002	84001	Scanner	Scan Start
170	0.002	85001	Scanner	Scan Start
172	0.002	86001	Scanner	Scan Start
174	0.002	87001	Scanner	Scan Start
176	0.002	88001	Scanner	Scan Start
177.096	0.002	88549	Stimulus	S 40
177.666	0.002	88834	Response	FA
177.866	0.002	88934	Stimulus	S170
178	0.002	89001	Scanner	Scan Start
180	0.002	90001	Scanner	Scan Start
182	0.002	91001	Scanner	Scan Start
184	0.002	92001	Scanner	Scan Start
186	0.002	93001	Scanner	Scan Start
187.038	0.002	93520	Stimulus	S 20
187.814	0.002	93908	Response	FA
188	0.002	94001	Scanner	Scan Start
188.016	0.002	94009	Stimulus	S150
190	0.002	95001	Scanner	Scan Start
192	0.002	96001	Scanner	Scan Start
194	0.002	97001	Scanner	Scan Start
195.096	0.002	97549	Stimulus	S 40
195.97	0.002	97986	Response	CR
196	0.002	98001	Scanner	Scan Start
196.172	0.002	98087	Stimulus	S120
198	0.002	99001	Scanner	Scan Start
200	0.002	100001	Scanner	Scan Start
202	0.002	101001	Scanner	Scan Start
203.096	0.002	101549	Stimulus	S 10
203.816	0.002	101909	Response	Hit
204	0.002	102001	Scanner	Scan Start
204.016	0.002	102009	Stimulus	S110
206	0.002	103001	Scanner	Scan Start
208	0.002	104001	Scanner	Scan Start
210	0.002	105001	Scanner	Scan Start
211.058	0.002	105530	Stimulus	S 10
211.916	0.002	105959	Response	MISS
212	0.002	106001	Scanner	Scan Start
212.118	0.002	106060	Stimulus	S170
214	0.002	107001	Scanner	Scan Start
216	0.002	108001	Scanner	Scan Start
218	0.002	109001	Scanner	Scan Start
220	0.002	110001	Scanner	Scan Start
221.058	0.002	110530	Stimulus	S 30
221.95	0.002	110976	Response	CR
222	0.002	111001	Scanner	Scan Start
222.15	0.002	111076	Stimulus	S130
224	0.002	112001	Scanner	Scan Start
226	0.002	113001	Scanner	Scan Start
228	0.002	114001	Scanner	Scan Start
229.058	0.002	114530	Stimulus	S 30
229.948	0.002	114975	Response	CR
230	0.002	115001	Scanner	Scan Start
230.148	0.002	115075	Stimulus	S110
232	0.002	116001	Scanner	Scan Start
234	0.002	117001	Scanner	Scan Start
236	0.002	118001	Scanner	Scan Start
237.038	0.002	118520	Stimulus	S 40
238	0.002	119001	Scanner	Scan Start
238.038	0.002	119020	Response	CR
238.24	0.002	119121	Stimulus	S130
240	0.002	120001	Scanner	Scan Start
242	0.002	121001	Scanner	Scan Start
244	0.002	122001	Scanner	Scan Start
246	0.002	123001	Scanner	Scan Start
247.096	0.002	123549	Stimulus	S 30
248	0.002	124001	Scanner	Scan Start
248.138	0.002	124070	Response	CR
248.34	0.002	124171	Stimulus	S120
250	0.002	125001	Scanner	Scan Start
252	0.002	126001	Scanner	Scan Start
254	0.002	127001	Scanner	Scan Start
256	0.002	128001	Scanner	Scan Start
257.058	0.002	128530	Stimulus	S 30
258	0.002	129001	Scanner	Scan Start
258.032	0.002	129017	Response	CR
259.732	0.002	129867	Stimulus	S131
260	0.002	130001	Scanner	Scan Start
262	0.002	131001	Scanner	Scan Start
264	0.002	132001	Scanner	Scan Start
265.096	0.002	132549	Stimulus	S 10
265.812	0.002	132907	Response	Hit
266	0.002	133001	Scanner	Scan Start
266.012	0.002	133007	Stimulus	S140
268	0.002	134001	Scanner	Scan Start
270	0.002	135001	Scanner	Scan Start
272	0.002	136001	Scanner	Scan Start
273.038	0.002	136520	Stimulus	S 10
273.834	0.002	136918	Response	Hit
274	0.002	137001	Scanner	Scan Start
274.034	0.002	137018	Stimulus	S110
276	0.002	138001	Scanner	Scan Start
278	0.002	139001	Scanner	Scan Start
280	0.002	140001	Scanner	Scan Start
281.076	0.002	140539	Stimulus	S 30
282	0.002	141001	Scanner	Scan Start
282.086	0.002	141044	Response	CR
282.286	0.002	141144	Stimulus	S120
284	0.002	142001	Scanner	Scan Start
286	0.002	143001	Scanner	Scan Start
288	0.002	144001	Scanner	Scan Start
290	0.002	145001	Scanner	Scan Start
291.076	0.002	145539	Stimulus	S 20
291.792	0.002	145897	Response	FA
291.992	0.002	145997	Stimulus	S160
292	0.002	146001	Scanner	Scan Start
294	0.002	147001	Scanner	Scan Start
296	0.002	148001	Scanner	Scan Start
298	0.002	149001	Scanner	Scan Start
299.056	0.002	149529	Stimulus	S 20
299.832	0.002	149917	Response	CR
300	0.002	150001	Scanner	Scan Start
300.032	0.002	150017	Stimulus	S140
302	0.002	151001	Scanner	Scan Start
304	0.002	152001	Scanner	Scan Start
306	0.002	153001	Scanner	Scan Start
307.018	0.002	153510	Stimulus	S 10
307.816	0.002	153909	Response	MISS
308	0.002	154001	Scanner	Scan Start
308.016	0.002	154009	Stimulus	S150
310	0.002	155001	Scanner	Scan Start
312	0.002	156001	Scanner	Scan Start
314	0.002	157001	Scanner	Scan Start
316	0.002	158001	Scanner	Scan Start
317.018	0.002	158510	Stimulus	S 10
317.916	0.002	158959	Response	Hit
318	0.002	159001	Scanner	Scan Start
318.116	0.002	159059	Stimulus	S130
320	0.002	160001	Scanner	Scan Start
322	0.002	161001	Scanner	Scan Start
324	0.002	162001	Scanner	Scan Start
326	0.002	163001	Scanner	Scan Start
327.094	0.002	163548	Stimulus	S 20
327.944	0.002	163973	Response	FA
328	0.002	164001	Scanner	Scan Start
328.146	0.002	164074	Stimulus	S180
330	0.002	165001	Scanner	Scan Start
332	0.002	166001	Scanner	Scan Start
334	0.002	167001	Scanner	Scan Start
335.076	0.002	167539	Stimulus	S 40
336	0.002	168001	Scanner	Scan Start
336.184	0.002	168093	Response	CR
337.886	0.002	168944	Stimulus	S111
338	0.002	169001	Scanner	Scan Start
340	0.002	170001	Scanner	Scan Start
342	0.002	171001	Scanner	Scan Start
344	0.002	172001	Scanner	Scan Start
345.094	0.002	172548	Stimulus	S 10
345.892	0.002	172947	Response	Hit
346	0.002	173001	Scanner	Scan Start
346.094	0.002	173048	Stimulus	S120
348	0.002	174001	Scanner	Scan Start
350	0.002	175001	Scanner	Scan Start
352	0.002	176001	Scanner	Scan Start
353.076	0.002	176539	Stimulus	S 40
354	0.002	177001	Scanner	Scan Start
354.086	0.002	177044	Response	CR
354.286	0.002	177144	Stimulus	S110
356	0.002	178001	Scanner	Scan Start
358	0.002	179001	Scanner	Scan Start
360	0.002	180001	Scanner	Scan Start
361.018	0.002	180510	Stimulus	S 40
362	0.002	181001	Scanner	Scan Start
362.068	0.002	181035	Response	CR
362.27	0.002	181136	Stimulus	S120
364	0.002	182001	Scanner	Scan Start
366	0.002	183001	Scanner	Scan Start
368	0.002	184001	Scanner	Scan Start
369.076	0.002	184539	Stimulus	S 20
369.848	0.002	184925	Response	FA
370	0.002	185001	Scanner	Scan Start
370.05	0.002	185026	Stimulus	S170
372	0.002	186001	Scanner	Scan Start
374	0.002	187001	Scanner	Scan Start
376	0.002	188001	Scanner	Scan Start
377.018	0.002	188510	Stimulus	S 30
378	0.002	189001	Scanner	Scan Start
378.042	0.002	189022	Response	CR
378.244	0.002	189123	Stimulus	S140
380	0.002	190001	Scanner	Scan Start
382	0.002	191001	Scanner	Scan Start
384	0.002	192001	Scanner	Scan Start
386	0.002	193001	Scanner	Scan Start
387.038	0.002	193520	Stimulus	S 40
388	0.002	194001	Scanner	Scan Start
388.246	0.002	194124	Response	FA
388.448	0.002	194225	Stimulus	S150
390	0.002	195001	Scanner	Scan Start
392	0.002	196001	Scanner	Scan Start
394	0.002	197001	Scanner	Scan Start
396	0.002	198001	Scanner	Scan Start
397.018	0.002	198510	Stimulus	S 40
397.964	0.002	198983	Response	CR
398	0.002	199001	Scanner	Scan Start
398.166	0.002	199084	Stimulus	S130
400	0.002	200001	Scanner	Scan Start
402	0.002	201001	Scanner	Scan Start
404	0.002	202001	Scanner	Scan Start
406	0.002	203001	Scanner	Scan Start
407.076	0.002	203539	Stimulus	S 10
407.922	0.002	203962	Response	Hit
408	0.002	204001	Scanner	Scan Start
408.124	0.002	204063	Stimulus	S140
410	0.002	205001	Scanner	Scan Start
412	0.002	206001	Scanner	Scan Start
414	0.002	207001	Scanner	Scan Start
416	0.002	208001	Scanner	Scan Start
417.018	0.002	208510	Stimulus	S 30
418	0.002	209001	Scanner	Scan Start
418.176	0.002	209089	Response	FA
418.378	0.002	209190	Stimulus	S160
420	0.002	210001	Scanner	Scan Start
422	0.002	211001	Scanner	Scan Start
424	0.002	212001	Scanner	Scan Start
425.056	0.002	212529	Stimulus	S 20
425.836	0.002	212919	Response	FA
426	0.002	213001	Scanner	Scan Start
426.038	0.002	213020	Stimulus	S180
428	0.002	214001	Scanner	Scan Start
430	0.002	215001	Scanner	Scan Start
432	0.002	216001	Scanner	Scan Start
433.094	0.002	216548	Stimulus	S 30
434	0.002	217001	Scanner	Scan Start
434.148	0.002	217075	Response	CR
434.35	0.002	217176	Stimulus	S110
436	0.002	218001	Scanner	Scan Start
438	0.002	219001	Scanner	Scan Start
440	0.002	220001	Scanner	Scan Start
442	0.002	221001	Scanner	Scan Start
443.018	0.002	221510	Stimulus	S 20
443.844	0.002	221923	Response	FA
444	0.002	222001	Scanner	Scan Start
445.546	0.002	222774	Stimulus	S171
446	0.002	223001	Scanner	Scan Start
448	0.002	224001	Scanner	Scan Start
450	0.002	225001	Scanner	Scan Start
452	0.002	226001	Scanner	Scan Start
453.018	0.002	226510	Stimulus	S 40
454	0.002	227001	Scanner	Scan Start
454.02	0.002	227011	Response	CR
454.222	0.002	227112	Stimulus	S130
456	0.002	228001	Scanner	Scan Start
458	0.002	229001	Scanner	Scan Start
460	0.002	230001	Scanner	Scan Start
461.058	0.002	230530	Stimulus	S 40
462	0.002	231001	Scanner	Scan Start
462.268	0.002	231135	Response	CR
462.468	0.002	231235	Stimulus	S140
464	0.002	232001	Scanner	Scan Start
466	0.002	233001	Scanner	Scan Start
468	0.002	234001	Scanner	Scan Start
470	0.002	235001	Scanner	Scan Start
471.076	0.002	235539	Stimulus	S 10
471.772	0.002	235887	Response	MISS
471.972	0.002	235987	Stimulus	S180
472	0.002	236001	Scanner	Scan Start
474	0.002	237001	Scanner	Scan Start
476	0.002	238001	Scanner	Scan Start
478	0.002	239001	Scanner	Scan Start
480	0.002	240001	Scanner	Scan Start
481.038	0.002	240520	Stimulus	S 20
482	0.002	241001	Scanner	Scan Start
482.012	0.002	241007	Response	FA
482.214	0.002	241108	Stimulus	S150
484	0.002	242001	Scanner	Scan Start
486	0.002	243001	Scanner	Scan Start
488	0.002	244001	Scanner	Scan Start
490	0.002	245001	Scanner	Scan Start
491.076	0.002	245539	Stimulus	S 40
492	0.002	246001	Scanner	Scan Start
492.096	0.002	246049	Response	CR
493.796	0.002	246899	Stimulus	S111
494	0.002	247001	Scanner	Scan Start
496	0.002	248001	Scanner	Scan Start
498	0.002	249001	Scanner	Scan Start
500	0.002	250001	Scanner	Scan Start
501.02	0.002	250511	Stimulus	S 20
502	0.002	251001	Scanner	Scan Start
502.034	0.002	251018	Response	CR
502.234	0.002	251118	Stimulus	S130
504	0.002	252001	Scanner	Scan Start
506	0.002	253001	Scanner	Scan Start
508	0.002	254001	Scanner	Scan Start
509.038	0.002	254520	Stimulus	S 30
510	0.002	255001	Scanner	Scan Start
510.006	0.002	255004	Response	CR
510.208	0.002	255105	Stimulus	S120
512	0.002	256001	Scanner	Scan Start
514	0.002	257001	Scanner	Scan Start
516	0.002	258001	Scanner	Scan Start
518	0.002	259001	Scanner	Scan Start
519.056	0.002	259529	Stimulus	S 30
519.842	0.002	259922	Response	CR
520	0.002	260001	Scanner	Scan Start
520.044	0.002	260023	Stimulus	S140
522	0.002	261001	Scanner	Scan Start
524	0.002	262001	Scanner	Scan Start
526	0.002	263001	Scanner	Scan Start
528	0.002	264001	Scanner	Scan Start
529.076	0.002	264539	Stimulus	S 10
529.986	0.002	264994	Response	Hit
530	0.002	265001	Scanner	Scan Start
530.186	0.002	265094	Stimulus	S120
532	0.002	266001	Scanner	Scan Start
534	0.002	267001	Scanner	Scan Start
536	0.002	268001	Scanner	Scan Start
538	0.002	269001	Scanner	Scan Start
539.038	0.002	269520	Stimulus	S 30
539.888	0.002	269945	Response	CR
540	0.002	270001	Scanner	Scan Start
540.09	0.002	270046	Stimulus	S140
542	0.002	271001	Scanner	Scan Start
544	0.002	272001	Scanner	Scan Start
546	0.002	273001	Scanner	Scan Start
547.076	0.002	273539	Stimulus	S 30
548	0.002	274001	Scanner	Scan Start
548.1	0.002	274051	Response	CR
548.3	0.002	274151	Stimulus	S110
550	0.002	275001	Scanner	Scan Start
552	0.002	276001	Scanner	Scan Start
554	0.002	277001	Scanner	Scan Start
555.076	0.002	277539	Stimulus	S 20
555.944	0.002	277973	Response	FA
556	0.002	278001	Scanner	Scan Start
556.146	0.002	278074	Stimulus	S160
558	0.002	279001	Scanner	Scan Start
560	0.002	280001	Scanner	Scan Start
562	0.002	281001	Scanner	Scan Start
564	0.002	282001	Scanner	Scan Start
565.038	0.002	282520	Stimulus	S 10
566	0.002	283001	Scanner	Scan Start
566.026	0.002	283014	Response	Hit
566.228	0.002	283115	Stimulus	S120
568	0.002	284001	Scanner	Scan Start
570	0.002	285001	Scanner	Scan Start
572	0.002	286001	Scanner	Scan Start
573.056	0.002	286529	Stimulus	S 40
573.79	0.002	286896	Response	CR
573.99	0.002	286996	Stimulus	S110
574	0.002	287001	Scanner	Scan Start
576	0.002	288001	Scanner	Scan Start
578	0.002	289001	Scanner	Scan Start
580	0.002	290001	Scanner	Scan Start
581.076	0.002	290539	Stimulus	S 10
581.896	0.002	290949	Response	Hit
582	0.002	291001	Scanner	Scan Start
582.098	0.002	291050	Stimulus	S130
584	0.002	292001	Scanner	Scan Start
586	0.002	293001	Scanner	Scan Start
588	0.002	294001	Scanner	Scan Start
590	0.002	295001	Scanner	Scan Start
591.018	0.002	295510	Stimulus	S 40
591.938	0.002	295970	Response	CR
592	0.002	296001	Scanner	Scan Start
592.14	0.002	296071	Stimulus	S120
594	0.002	297001	Scanner	Scan Start
596	0.002	298001	Scanner	Scan Start
598	0.002	299001	Scanner	Scan Start
599.038	0.002	299520	Stimulus	S 40
600	0.002	300001	Scanner	Scan Start
600.022	0.002	300012	Response	CR
600.222	0.002	300112	Stimulus	S140
602	0.002	301001	Scanner	Scan Start
604	0.002	302001	Scanner	Scan Start
606	0.002	303001	Scanner	Scan Start
607.038	0.002	303520	Stimulus	S 20
607.838	0.002	303920	Response	FA
608	0.002	304001	Scanner	Scan Start
609.538	0.002	304770	Stimulus	S171
610	0.002	305001	Scanner	Scan Start
612	0.002	306001	Scanner	Scan Start
614	0.002	307001	Scanner	Scan Start
616	0.002	308001	Scanner	Scan Start
617.096	0.002	308549	Stimulus	S 80
618	0.002	309001	Scanner	Scan Start
618.136	0.002	309069	Response	FA
618.338	0.002	309170	Stimulus	S182
620	0.002	310001	Scanner	Scan Start
622	0.002	311001	Scanner	Scan Start
624	0.002	312001	Scanner	Scan Start
626	0.002	313001	Scanner	Scan Start
627.058	0.002	313530	Stimulus	S 30
628	0.002	314001	Scanner	Scan Start
628.044	0.002	314023	Response	CR
628.246	0.002	314124	Stimulus	S130
630	0.002	315001	Scanner	Scan Start
632	0.002	316001	Scanner	Scan Start
634	0.002	317001	Scanner	Scan Start
636	0.002	318001	Scanner	Scan Start
637.096	0.002	318549	Stimulus	S 10
637.744	0.002	318873	Response	MISS
637.946	0.002	318974	Stimulus	S160
638	0.002	319001	Scanner	Scan Start
640	0.002	320001	Scanner	Scan Start
642	0.002	321001	Scanner	Scan Start
644	0.002	322001	Scanner	Scan Start
645.058	0.002	322530	Stimulus	S 40
645.848	0.002	322925	Response	CR
646	0.002	323001	Scanner	Scan Start
646.05	0.002	323026	Stimulus	S110
648	0.002	324001	Scanner	Scan Start
650	0.002	325001	Scanner	Scan Start
652	0.002	326001	Scanner	Scan Start
654	0.002	327001	Scanner	Scan Start
655.058	0.002	327530	Stimulus	S 10
655.886	0.002	327944	Response	Hit
656	0.002	328001	Scanner	Scan Start
656.086	0.002	328044	Stimulus	S130
658	0.002	329001	Scanner	Scan Start
660	0.002	330001	Scanner	Scan Start
662	0.002	331001	Scanner	Scan Start
664	0.002	332001	Scanner	Scan Start
665.058	0.002	332530	Stimulus	S 10
665.868	0.002	332935	Response	MISS
666	0.002	333001	Scanner	Scan Start
666.07	0.002	333036	Stimulus	S150
668	0.002	334001	Scanner	Scan Start
670	0.002	335001	Scanner	Scan Start
672	0.002	336001	Scanner	Scan Start
673.076	0.002	336539	Stimulus	S 20
674	0.002	337001	Scanner	Scan Start
674.002	0.002	337002	Response	FA
674.204	0.002	337103	Stimulus	S172
676	0.002	338001	Scanner	Scan Start
678	0.002	339001	Scanner	Scan Start
680	0.002	340001	Scanner	Scan Start
682	0.002	341001	Scanner	Scan Start
683.096	0.002	341549	Stimulus	S 20
683.676	0.002	341839	Response	CR
683.878	0.002	341940	Stimulus	S122
684	0.002	342001	Scanner	Scan Start
686	0.002	343001	Scanner	Scan Start
688	0.002	344001	Scanner	Scan Start
690	0.002	345001	Scanner	Scan Start
691.038	0.002	345520	Stimulus	S 10
691.734	0.002	345868	Response	MISS
691.936	0.002	345969	Stimulus	S160
692	0.002	346001	Scanner	Scan Start
694	0.002	347001	Scanner	Scan Start
696	0.002	348001	Scanner	Scan Start
698	0.002	349001	Scanner	Scan Start
700	0.002	350001	Scanner	Scan Start
701.038	0.002	350520	Stimulus	S 40
702	0.002	351001	Scanner	Scan Start
702.018	0.002	351010	Response	CR
703.72	0.002	351861	Stimulus	S141
704	0.002	352001	Scanner	Scan Start
706	0.002	353001	Scanner	Scan Start
708	0.002	354001	Scanner	Scan Start
710	0.002	355001	Scanner	Scan Start
711.02	0.002	355511	Stimulus	S 30
712	0.002	356001	Scanner	Scan Start
712.07	0.002	356036	Response	CR
712.27	0.002	356136	Stimulus	S110
714	0.002	357001	Scanner	Scan Start
716	0.002	358001	Scanner	Scan Start
718	0.002	359001	Scanner	Scan Start
719.02	0.002	359511	Stimulus	S 40
719.998	0.002	360000	Response	CR
720	0.002	360001	Scanner	Scan Start
720.198	0.002	360100	Stimulus	S140
722	0.002	361001	Scanner	Scan Start
724	0.002	362001	Scanner	Scan Start
726	0.002	363001	Scanner	Scan Start
727.018	0.002	363510	Stimulus	S 20
727.866	0.002	363934	Response	FA
728	0.002	364001	Scanner	Scan Start
728.066	0.002	364034	Stimulus	S152
730	0.002	365001	Scanner	Scan Start
732	0.002	366001	Scanner	Scan Start
734	0.002	367001	Scanner	Scan Start
736	0.002	368001	Scanner	Scan Start
737.094	0.002	368548	Stimulus	S 20
738	0.002	369001	Scanner	Scan Start
738.028	0.002	369015	Response	FA
738.23	0.002	369116	Stimulus	S182
740	0.002	370001	Scanner	Scan Start
742	0.002	371001	Scanner	Scan Start
744	0.002	372001	Scanner	Scan Start
746	0.002	373001	Scanner	Scan Start
747.038	0.002	373520	Stimulus	S 10
747.848	0.002	373925	Response	MISS
748	0.002	374001	Scanner	Scan Start
748.048	0.002	374025	Stimulus	S170
750	0.002	375001	Scanner	Scan Start
752	0.002	376001	Scanner	Scan Start
754	0.002	377001	Scanner	Scan Start
755.076	0.002	377539	Stimulus	S 30
756	0.002	378001	Scanner	Scan Start
756.026	0.002	378014	Response	CR
756.228	0.002	378115	Stimulus	S120
758	0.002	379001	Scanner	Scan Start
760	0.002	380001	Scanner	Scan Start
762	0.002	381001	Scanner	Scan Start
763.038	0.002	381520	Stimulus	S 30
764	0.002	382001	Scanner	Scan Start
764.112	0.002	382057	Response	CR
764.314	0.002	382158	Stimulus	S130
766	0.002	383001	Scanner	Scan Start
768	0.002	384001	Scanner	Scan Start
770	0.002	385001	Scanner	Scan Start
771.018	0.002	385510	Stimulus	S 40
771.99	0.002	385996	Response	CR
772	0.002	386001	Scanner	Scan Start
772.192	0.002	386097	Stimulus	S140
774	0.002	387001	Scanner	Scan Start
776	0.002	388001	Scanner	Scan Start
778	0.002	389001	Scanner	Scan Start
779.056	0.002	389529	Stimulus	S 20
779.856	0.002	389929	Response	FA
780	0.002	390001	Scanner	Scan Start
781.558	0.002	390780	Stimulus	S183
782	0.002	391001	Scanner	Scan Start
784	0.002	392001	Scanner	Scan Start
786	0.002	393001	Scanner	Scan Start
788	0.002	394001	Scanner	Scan Start
789.018	0.002	394510	Stimulus	S 30
790	0.002	395001	Scanner	Scan Start
790.01	0.002	395006	Response	CR
790.212	0.002	395107	Stimulus	S120
792	0.002	396001	Scanner	Scan Start
794	0.002	397001	Scanner	Scan Start
796	0.002	398001	Scanner	Scan Start
797.076	0.002	398539	Stimulus	S 10
798	0.002	399001	Scanner	Scan Start
798.076	0.002	399039	Response	Hit
798.278	0.002	399140	Stimulus	S110
800	0.002	400001	Scanner	Scan Start
802	0.002	401001	Scanner	Scan Start
804	0.002	402001	Scanner	Scan Start
806	0.002	403001	Scanner	Scan Start
807.018	0.002	403510	Stimulus	S 30
808	0.002	404001	Scanner	Scan Start
808.002	0.002	404002	Response	CR
808.204	0.002	404103	Stimulus	S130
810	0.002	405001	Scanner	Scan Start
812	0.002	406001	Scanner	Scan Start
814	0.002	407001	Scanner	Scan Start
816	0.002	408001	Scanner	Scan Start
817.038	0.002	408520	Stimulus	S 30
818	0.002	409001	Scanner	Scan Start
818.09	0.002	409046	Response	CR
818.29	0.002	409146	Stimulus	S110
820	0.002	410001	Scanner	Scan Start
822	0.002	411001	Scanner	Scan Start
824	0.002	412001	Scanner	Scan Start
826	0.002	413001	Scanner	Scan Start
827.018	0.002	413510	Stimulus	S 40
828	0.002	414001	Scanner	Scan Start
828.34	0.002	414171	Response	FA
828.54	0.002	414271	Stimulus	S160
830	0.002	415001	Scanner	Scan Start
832	0.002	416001	Scanner	Scan Start
834	0.002	417001	Scanner	Scan Start
835.094	0.002	417548	Stimulus	S 30
836	0.002	418001	Scanner	Scan Start
836.046	0.002	418024	Response	CR
836.248	0.002	418125	Stimulus	S140
838	0.002	419001	Scanner	Scan Start
840	0.002	420001	Scanner	Scan Start
842	0.002	421001	Scanner	Scan Start
844	0.002	422001	Scanner	Scan Start
845.018	0.002	422510	Stimulus	S 30
845.988	0.002	422995	Response	CR
846	0.002	423001	Scanner	Scan Start
846.19	0.002	423096	Stimulus	S130
